URL,Title,Address,Description,Compensation,Employment Type
https://longisland.craigslist.org/egr/d/east-hampton-sr-freelance-project/7168601659.html,Sr. Freelance Project Architect,,"
        
Sr. Freelance Project Architect

Eisner Design Architects is looking for a Project Architect with 7 years (minimum) construction documents experience. Our projects are in the Hamptons, New York City and elsewhere. Candidate must exhibit strong organizational skills and be accustomed to working independently with demanding schedules and deadlines.  The ideal candidate can take a project through all phases of design and construction, can develop construction details and documents with excellent organization, communication and interpersonal skills and is in surrounding area of East Hamptons, Suffolk County. Must be proficient in Auto CAD.

Job Requirements:

- Accredited Professional degree in Architecture with at least 7 years professional experience.
- Skilled at multi-tasking and working towards multiple deadlines.
- Competence in working in a fast-paced collaborative design environment
- Extensive knowledge of DOB, energy code, construction documents & millwork details.
- Auto CAD required. Photoshop, 3D Modeling a plus (Sketchup, 3D rendering programs).
- Strong graphic and verbal communication skills with the ability to work along with the firm's Principal.
- Ability to work independently.





    ",Salary commensurate with experience,part-time
https://longisland.craigslist.org/egr/d/huntington-architecture-drafter-job/7168656236.html,Architecture Drafter/Job Captain,,"
        
Small Architectural Firm actively recruiting drafter. Candidates will be able to provide architectural drawings for multiple projects both residential and commercial, from the conceptual design stage to creation of final construction documents including all phases of the design process.  

It is a plus if the candidate can provide zoning analysis of residential projects based on Town/Village Requirements.

TO APPLY: Send Resume,  Sample drawings include detail.    ",20-30/hrs Based upon Experience,part-time
https://hudsonvalley.craigslist.org/egr/d/montgomery-survey-crew-chief-instrument/7177449201.html,Survey Crew chief/Instrument Man/Rod man,,"
        
Engineering & Surveying Properties, PC (EP) is an established engineering & surveying firm is looking for employees to become part of our survey field crews.  

EP is looking for a Crew Chief who has a minimum of 3 years’ experience and will be responsible for leading the crew in obtaining the necessary data for boundary & topographic surveys for both residential and commercial sites.  Experience in data collection, GPS and advanced field sketching a must as well as extensive knowledge of closed loop traverse and construction layout is preferred.  

An Instrument and/or Rod man should have a minimum of 1.5 years’ experience with knowledge of using robotic instruments and data collection software.  

All candidates must have valid NYS Driver’s license.    

EP offers a competitive salary based upon experience with an extensive benefits package including:

Health and Dental insurance 
FSA Medical and Dependent Care Plan
401 (k) Profit Sharing Plan with 3% match gross salary 
Discretionary year-end bonus
Discretionary year-end profit-sharing
Paid Time Off (15 days annually with increases based upon years of service)
10 company-paid Holidays
EP is an Equal Opportunity Employer 

Please respond with resume to apply.    ",Compensation based on experience,full-time
https://newyork.craigslist.org/lgi/egr/d/melville-looking-for-long-island-based/7178687508.html,Looking for Long Island Based Architect,Long Island,"
        
We are a real estate investment firm that recently purchased a larger vacant office building on Long Island.  We would like to create a coworking type of space, fitting current COVID guidelines, and are seeking an architect to assist in the process.  

This will be a part time, cotract based project.  Ideally candidate should be based on Long Island or have the ability to commute easily to Long Island as needed.  Experience in office buildings is a plus.  Looking forward!    ",Negotiable,contract
https://cnj.craigslist.org/egr/d/matawan-junior-architect/7163907184.html,Junior Architect,,"
        
Growing architectural firm specializing in Building Envelope Restoration with a main office in NYC and satellite office Matawan NJ.

Seeking a junior architect with a minimum of 2 to 3 years of post-graduation experience working for a professional architectural firm.  Experience in Building Envelope Restoration is required.   
 
The ideal candidate:
•	Bachelor of Architecture degree from an accredited institution 
•	Proficient in the use of Microsoft Office (Word, Excel and Outlook)
•	Proficient in the use of AutoCAD 2015 or later version
•	Excellent verbal and written communication skills
•	Good problem solving and effective communication skills with the ability to follow direction and work well with others or independently
•	Demonstrate a strong commitment to quality
•	Organized, detail-oriented and able to maintain a clean and orderly work environment
•	Punctual

Responsibilities will include:
•	Developing and preparing construction drawings on Auto CAD
•	Performing field surveys 
•	Assisting in preparing technical specifications and reports
•	Assisting in construction administration and coordinating with Senior Architect/Project Manager

Potential for advancement is available.
    ",TBD,full-time
https://newyork.craigslist.org/mnh/egr/d/new-york-nyc-dob-project-managers/7178978140.html,NYC DOB Project Managers Needed - Top Expediting Firm!!,Midtown West,"
        
Outsource is the leading provider of Building Code and Zoning Consultation, offering a broad scope of services that includes Approvals, Permit Expediting, and Sign Offs. Outsource prides itself on unparalleled expert representation to architects, engineers, building owners, building managers, attorneys, and contractors. Our encyclopedic knowledge of the Municipal Building Codes and Zoning Laws that regulate construction enables us to navigate projects efficiently and quickly through the application, approval, and sign off processes. The final result is the successful completion of all our projects and absolute customer satisfaction.

We have immediate openings for the following:

• Technical Project Managers

Awesome team-oriented work environment and company benefits package.

Company Perks:

- Paid vacation and personal days
- Paid Holidays
- Health, Dental, Vision Insurance
- 401K
- Company funded HRA
- Bonus opportunities

- Chance to grow with a dynamic expediting firm who works with elite clients.


If you do not possess have knowledge of required DOB forms and you cannot read a set of drawings, please do not apply for this job. We will ask you questions pertaining to forms and applications.

This is a fast-paced position that demands an organized, diligent, and detail-oriented candidate.

Successful candidates must be self-motivated (punctual), able to work well in an entrepreneurial environment and be a team player. Equal Opportunity Employer M/F/D/V

Please apply directly on our careers page - 

    ",DOE - Excellent Benefits,full-time
https://longisland.craigslist.org/egr/d/smithtown-senior-mechanical-design/7169229692.html,Senior Mechanical/Design Engineer-Full Time,,"
        
Who We Are.

MIDI is an established product development consulting firm specializing in the engineering and design solutions for the medical, scientific, home healthcare, consumer and industrial and markets. MIDI consists of a collaborative team of engineers and designers who have a passion for generating innovative solutions for unique client technology and product development applications.

MIDI is looking for talented, enthusiastic, creative, hands-on Senior Mechanical/Design Engineering individuals for full time employment. 

Our company’s success is based on our development team achieving innovative product engineering and design results for our clients. MIDI collaborates with its clients who are among the most innovative in their market, ranging from start-ups and emerging companies to Fortune 500 organizations. For over 45 years we have been providing a wide range of client consulting services including mechanical, material, electrical and software engineering as well as industrial design and human factors research.

We hire motivated people who have a passion for their work and strive every day to make themselves, our clients, as well as MIDI successful. As a member of our cross-disciplined team you will work with other creative and enthusiastic individuals collaborating to produce innovative development results for our client’s programs. 

If you are ready for a career that allows you to continue your professional development for today and in the future….Our company is the place for you.


Position Overview:

Successful candidates will work as part of the MIDI team to conceptualize and advance the development of various products ranging from medical devices, scientific equipment and consumer and industrial applications. Program activities can range from initial Voice of the Customer research and conceptualization through to full commercialization. The position will focus on the conceptual design, CAD solid modeling, stress/load analysis, prototyping, materials, manufacturing, and production development. Successful candidates will be involved in the conceptualization and development of new and innovative products and work directly on-site with our company owners, Vice-President, staff and our clients.

Job Responsibilities:
Design and Development New Products:
•	Conceptualize and generate engineering concepts for products that involve and solve unique applications and while support user needs. 
•	Utilize SolidWorks to transition concepts into detailed manufacturable subassemblies/parts and engineering drawings.
•	Expert knowledge of manufacturing and material processes (injection molding, die cast, sheet metal, thermoforming, rapid prototyping etc.).
•	Capability to work and lead mechanical design collaboratively with various teams consisting of ME, EE, SE and ID disciplines.
•	Ability to engineer, build and assemble prototypes and test fixtures. 
•	Interact with vendors and consultants to procure components and facilitate engineering work.
•	Demonstrate strong leadership qualities and project management skills.
•	It is a plus if candidate has previous exposure or experience in the following:
        -  Design Verification Plans / Product Requirements Documentation / Design History Files
        -  Cross functional DFMEA studies
        -  Experience in Design Control / DFM / GMP / FDA / ISO standards

Qualifications:
•	BS or higher Degree in Biomedical or Mechanical Engineering
•	5+ years of relevant work experience in product development
•	High proficiency in Solidworks modeling 
•	High proficiency in analysis and simulation (FEA / CFD) 
•	High proficiency with GD&T
•	Experience in ideation and collaborative brainstorming support.
•	Self-motivated proactive thinker 
•	Proficient in sketching ideation ability
•	Strong verbal, technical, analytical, written communication and problem-solving skills
•	Ability to multi-task and manage various program priorities
•	Experience working in a cross functional multi-disciplined environment
•	Knowledge of manufacturing methods, materials, DFM/DFA as well as rapid prototyping processes
•	Exposure or experience in the following:
        -  Experience working in a Design Control environment 
        -  Experience working in the medical industry
        -  Basic electronics and circuits knowledge
•	Must be legally authorized to work in the United States

    ",Compensation based on experience,full-time
https://hudsonvalley.craigslist.org/egr/d/poughkeepsie-carpenters-helper/7178403419.html,CARPENTER'S HELPER,,"
        
New construction and renovation, residential work.  If you are an engineering or architect major and not returning to school due to coronavirus restrictions, and can work with your hands,  this is an opportunity to get working experience in a related field.  Job is open to all otherwise and six months experience in any trade would be helpful.  Own transportation. Thank you.    ",TBD,full-time
https://cnj.craigslist.org/egr/d/bridgewater-solar-designer/7167893080.html,solar designer,,"
        
Solar designer / Commercial 

The designer is responsible for gathering and communicating all site information to prepare permit ready documents needed to facilitate the installation of a solar PV system. Work directly with PEs, installation crew and subcontractors.

Responsibilities

Conduct physical site surveys, documenting the site visit with clear, detailed photos by taking photographs of electrical panels, meters, and any possible obstructions.  Documenting and photographing any potential electrical, structural, shading, and roofing issues.  Accurately measure various features of customers' roof, obstructions, setbacks, etc.  Complete NJCEP paperwork, interconnection applications, PV watts.  Perform material take offs and order material for field crew. 

Requirements-

Electrical, structural, roofing, and general solar knowledge. Able to lift 50 lbs to set up ladders.  Willingness and ability to climb ladders, work on rooftops, and work in attics. Strong customer service skills, valid state driver's license and clean driving record. Computer skills are autocad. 


Perform testing/troubleshooting of solar equipment and systems.
Perform preventative maintenance and repair with little to no guidance on electrical systems or solar equipment/systems.
Work independently with minimum supervision in a fast-paced  environment.
Provide regular updates of job status, complete necessary paperwork, and photos.
Assist in job safety and overall crew support.
2-5 years solar technician and design experience a must.
Work safely on roofs for an extended period of time and in all weather
Pass a pre-employment criminal background check, driving record check and drug screen

BENEFITS

Health
401K with company matching
Paid time off and paid holidays


    ",Based on experience,full-time
https://jerseyshore.craigslist.org/egr/d/surveyor/7179185534.html,Surveyor,,"
        
Great opportunity for beginning career. Small civil engineering & land surveying firm seeks individual for field and office work. The position will include storm drainage design, site design, site grading plans, property surveying, CAD drafting and plan production. Some knowledge of site development, land surveying and CAD drafting is required. Additional training will be available for qualified applicant.

Requirements:
*Must have a Valid Driver's License
*Proof of U.S. Citizenship or Authorized to Work in the United States

Job Type:
*Full-time/Part-time
Flexible schedule is available if requested.

Please send resumes to:
Tom Giglio
Landmark Surveying & Engineering, Inc.

    ",$15-$25 per hour based on experience and abilities,full-time
https://longisland.craigslist.org/egr/d/smithtown-mechanical-design-engineer/7169239029.html,Mechanical/Design Engineer-Full Time,,"
        
Who We Are.

MIDI is an established product development consulting firm specializing in the engineering and design solutions for the medical, scientific, home healthcare, consumer and industrial and markets. MIDI consists of a collaborative team of engineers and designers who have a passion for generating innovative solutions for unique client technology and product development applications.

MIDI is looking for talented, enthusiastic, creative, hands-on Mechanical/Design Engineering individuals for full time employment. 

Our company’s success is based on our development team achieving innovative product engineering and design results for our clients. MIDI collaborates with its clients who are among the most innovative in their market, ranging from start-ups and emerging companies to Fortune 500 organizations. For over 45 years we have been providing a wide range of client consulting services including: mechanical, material, electrical and software engineering as well as industrial design and human factors research.

We hire motivated people who have a passion for their work and strive every day to make themselves, our clients, as well as MIDI successful. As a member of our cross-disciplined team you will work with other creative and enthusiastic individuals collaborating to produce innovative development results for our client’s programs. 

If you are ready for a career that allows you to continue your professional development for today and in the future….Our company is the place for you.


Position Overview:

Successful candidates will work as part of the MIDI team to conceptualize and advance the development of various products ranging from medical devices, scientific equipment and consumer and industrial applications. Program activities can range from initial Voice of the Customer research and conceptualization through to full commercialization. The position will focus on the conceptual design, CAD solid modeling, stress/load analysis, prototyping, materials, manufacturing, and production development. Successful candidates will be involved in the conceptualization and development of new and innovative products and work directly on-site with our company owners, Vice-President, staff and our clients.

Job Responsibilities:
Design and Development New Products:
•	Work with senior MIDI members to conceptualize and generate engineering concepts for products that involve and solve unique applications and while support user needs. 
•	Utilize SolidWorks to transition concepts into manufacturable subassemblies/parts and engineering drawings.
•	Deep familiarity with manufacturing and material processes (injection molding, die cast, sheet metal, thermoforming, rapid prototyping etc.).
•	Desire to work collaboratively with various teams consisting of ME, EE, SE and ID disciplines.
•	Ability to contribute to the engineering, building and assembly of prototypes and test fixtures. 
•	Source vendors and materials as well as procure component facilitate engineering work.

•	It is a plus if candidate has previous exposure or desire to be trained in the following:
        -  Design Verification Plans / Product Requirements Documentation / Design History Files
        -  Cross functional DFMEA studies
        -  Experience in Design Control / DFM / GMP / FDA / ISO standards

Qualifications:
•	BS or higher Degree in Biomedical or Mechanical Engineering
•	1 -3 years of relevant work experience in product development
•	Proficiency in Solidworks modeling (simulation is a plus)
•	Proficiency with GD&T
•	Exposure and/or desire to ideate and collaborative 
•	Self-motivated proactive thinker 
•	Strong verbal, technical, analytical, communication and problem-solving skills
•	Exposure to working in a cross functional multi-disciplined environment
•	Deep knowledge of manufacturing methods, materials, DFM/DFA as well as rapid prototyping processes
•	It is a plus if candidate has exposure or desire to be trained in the following:
        -  Experience working in a Design Control environment 
        -  Experience working in the medical industry
        -  Basic electronics and circuits knowledge
•	Must be legally authorized to work in the United States
    ",Compensation based on Experience,full-time
https://cnj.craigslist.org/egr/d/piscataway-licensed-new-jersey-land/7171418982.html,Licensed New Jersey Land Surveyor/Project Manager,,"
        
DPK Consulting is a unique company that is a great place for goal-oriented people who have pride in their work and want to make a difference. We have a progressive company culture. Our organization strives towards continuous improvement in every process we follow, and we encourage our people to openly contribute to that goal.

We were a handful of people just a few short years ago. Today, we are nearly 30 strong and growing. It’s a great time for proactive professionals who are solution driven and thrive in a collaborative environment. If this sounds like a culture you can get excited about, and a company to achieve your career goals, then we invite you to apply. 
Job Description

DPK is seeking an experienced and Professional Land Surveyor licensed in the State of New Jersey. This individual needs to have a strong background in boundary analysis and extensive field experience in the collection of data and boundary evidence, preparation of land surveying documents, and will be responsible for the identification of business opportunities; defining and planning projects accurately within the budget and scope guidelines; building and leading project teams, coordinating and monitoring work involved with the tasks; and assuring the scope of work is carried out in accordance with terms of agreement, corporate culture and integrated business model.

The position will be based in our Piscataway, New Jersey office to perform surveys in New York, New Jersey, Pennsylvania, and Connecticut.

Essential Functions:
•	Plays a key role in business development, including pre-proposal contacts, proposal preparation and presentations, client maintenance and support for the firm’s public relations program.
•	Coordinates work between office staff, Field Survey Personnel, and other required professionals, to ensure accurate, thorough, correct work and continuous communication on all project stakeholders.
•	Provides weekly progress and status reports on project deliverables to all project stakeholders and management team.
•	Prepare and execute quality control reviews, safety and quality assurance procedures.
•	Continually seeks opportunities to increase client satisfaction and deepen client relationships.
•	Responsible for administering surveying activities which include oversight of manpower, technical resources, and client communication for multiple projects.
•	Ability to read, analyze, and interpret drawings and the most complex documents. Ability to operate computer, using technical software and other applications, spreadsheets, and other business software.
•	Interpret field notes and sketches, assist in downloading and processing conventional and GPS field data.
•	Research boundary and easement record title documents and provide preliminary boundary analysis.
•	Use AutoCAD software to analyze field data, and record title documents and produce survey related mapping including boundary surveys, topographic surveys, plat maps, records of survey, as-built drawings and other maps or exhibits.
•	Prepare legal descriptions, exhibits and reports for boundaries, easements, and parcel acquisition.
•	Review/interpret plans for stake out. Prepares stake out calculations and setup for field.
•	Review field data from stake out and prepare cutsheets and stake out sketches.

Core Competencies:
•	Customer/Client Focus
•	Flexibility and Adaptability
•	Team Player
•	Technical Capacity
•	Must be a self-starter and have the ability to work independently
•	Ability to relate to clients and people at all levels of the organization.
•	Must possess excellent communication skills (both written and verbal), diplomacy and listening skills; specifically, be accessible and responsive to the needs of clients.

Preferred Education and Experience
•	License and ample experience required in the Surveying Industry.

Supervisory Responsibility - This position will supervise the team completing the projects and individuals within the field and office. Must have at least 3 years managing a team of 3 or more people. 

Work Environment - This job is a professional indoor environment.

Physical Demands - There is limited physical activity

Position Type and Expected Hours of Work - Full-time position. 40-50 hours per week

Travel - No travel is expected for this position.

Other Duties
Please note that this job description is not designed to cover or contain a comprehensive listing of activities, duties or responsibilities that are required of the employee for this job. Duties, responsibilities and activities may change at any time with or without notice.

Job Type: Full-time

Annual Salary: $75,000.00 to $95,000.00 (Commensurate with experience)

Benefits: DPK offers a competitive compensation package including medical, prescription, dental and vision coverage, IRA retirement plan with employer match, and paid time off.
    ","DPK offers a competitive compensation package including medical, prescription, dental and vision coverage, IRA retirement plan with employer match, and paid time off.",full-time
https://newjersey.craigslist.org/egr/d/utica-principal-engineer-water-board/7164521425.html,PRINCIPAL ENGINEER (WATER BOARD ),,"
        
The Principal Engineer is a director level position that oversees the authority’s engineering, distribution, and maintenance departments in the operation, maintenance, repair, and capital renewal of water distribution facilities. The position has overall responsibility for the safe and reliable operation of water transmission lines, local water mains and connections, storage tanks, pumping stations, valves, and other system components.

Additional responsibilities include the development and administration of maintenance and repair programs, capital improvement planning, project management, physical plant maintenance, contract administration, staff supervision, departmental and project budgeting, and special studies and reports as necessary.

This position is civil service classified and a Professional Engineer’s License (P.E.) is required within six months of appointment. Salary is commensurate with experience. A generous benefit package includes the New York State Retirement System and excellent health insurance coverage.

MINIMUM QUALIFICATIONS: Either:

*Graduation from a regionally accredited or New York State registered college or university with a Master’s Degree in civil, environmental or sanitary engineering, or a closely related field AND five (5) years of closely related engineering experience; OR
*Graduation from a regionally accredited or New York State registered college or university with a Bachelor’s Degree in civil, environmental or sanitary engineering, or a closely related field AND six (6) years of closely related engineering experience.

For more details, visit     ",Compensations dependent on qualifications,full-time
https://jerseyshore.craigslist.org/egr/d/avon-by-the-sea-engineer-civil/7179187974.html,Engineer/Civil,,"
        
Great opportunity for beginning career. Small civil engineering & land surveying firm seeks individual for field and office work. The position will include storm drainage design, site design, site grading plans, property surveying, CAD drafting and plan production. Some knowledge of site development, land surveying and CAD drafting is required. Additional training will be available for qualified applicant.

Requirements:
*Must have a Valid Driver's License
*Proof of U.S. Citizenship or Authorized to Work in the United States

Job Type:
*Full-time/Part-time
Flexible schedule is available if requested.

Please send resumes to:
Tom Giglio
Landmark Surveying & Engineering, Inc.    ",$15.00-$25.00 based on abilities,full-time
https://newjersey.craigslist.org/egr/d/fairfield-electrical-controls-engineer/7166665718.html,Electrical / Controls Engineer,,"
        
An original equipment manufacturing company based in Fairfield, New Jersey has an immediate opening for an Electrical / Controls Engineer.

Candidates must possess a minimum of an Associate degree with several years of working knowledge and experience with control systems design, AutoCAD, PLCs, HMIs, AC & DC Drives, etc. 

Must be able to travel both domestically and internationally.    ",TBD based on skill & experience,full-time
https://longisland.craigslist.org/egr/d/melville-construction-assistant-project/7169288077.html,Construction - Assistant Project Manager,,"
        
We are looking for an energetic and dedicated Assistant Project Manager to take on the responsibility of a fast moving public works project at SUNY Stony Brook. Benchmark Construction Group is looking to create a powerful team for current and future projects in Nassau & Suffolk counties and is seeking an individual with professional aspirations.

If you are driven to take active ownership in your projects, take pride in your work and thrive in a challenging environment then you should consider this opportunity. The ideal candidate will demonstrate excellent communication, interpersonal and leadership skills, and have a commitment to establish a positive and effective working relationship with all members of the project team. College degree in related field preferred.

The Assistant Project Manager must have initiative, flexibility, imagination and perseverance to perform in this position. 

Responsibilities and Duties:
Contribute to success of the overall project by staying on-schedule and within budget.

Develop a thorough understanding of procedures, estimating, cost control, building systems and components and project scheduling.

Support the means and methods required for the successful and profitable execution of the entire project.

Coordinate and organize subcontracts, purchase orders and cost control budgets, and maintain historical cost data specific to assigned project.

Create documentation of all significant project events.

Back-up Project Manager as on-site interface with Owner/Owner representatives.

Assist with project estimates and review change orders

Communicate project-specific disputes to the Project Manger.

Review and update the project schedule

Provide project document control, maintain drawing logs, write and track RFIs, and compose submittal documents.    ",Comensurate with experience,full-time
https://cnj.craigslist.org/egr/d/lambertville-land-survey-crew-chief/7173575487.html,Land Survey Crew Chief,,"
        
Land Surveying Company in New Jersey looking for experienced Crew Chief 
Experience with robotic total stations a bonus, but not a requirement with general knowledge or experience of survey equipment/software.
Must have a valid driver's license and a vehicle
Be able to lift and carry equipment to perform fieldwork.
Be able to tolerate outdoor field environment of hot/cold temperatures.
No overnight travel
Please send resume
    ",competitive salary,full-time
https://newjersey.craigslist.org/egr/d/new-providence-pinnacle-living-seeking/7166886549.html,Pinnacle Living seeking an Experienced Maintenance Technician,,"
        
Pinnacle Property Management is seeking a hardworking, resident focused, and dedicated individual to fill our Maintenance Technician position at our Haven New Providence Apartments, conveniently located near route 78  and the Garden State Parkway, in New Providence, NJ.

The Maintenance Technician provides support, and is accountable for delivering on our commitments to our residents. This includes quality move-ins, residential satisfaction, expedited service, and personal attention to the resident. The Maintenance Assistant responds to our resident's service needs and is instrumental in helping Pinnacle deliver superior customer service to our residents. 
Requirements:
•	Time management skills
•	Communication skills
•	Painting, carpentry & general maintenance skills
•	Knowledge, understanding and demonstration of preventative maintenance
•	High school diploma or equivalent required. 
•	Computer skills and experience with Microsoft Suite of Products, internet navigation and online applications a plus. 
•	Previous experience and HVAC certified required. 
•	On call hours are required.

Please Apply!
Visit the below link to submit your application:


You can also send your resume to HavenNewProvidence@PinnacleLiving.com.
    ",TBD,full-time
https://cnj.craigslist.org/egr/d/fanwood-survey-crew-chief/7174731656.html,Survey- Crew Chief,,"
        
EKA Associates is a mid-sized Land Surveying and Engineering firm seeking an experienced Crew Chief. Knowledge of AutoCad helpful.  Excellent hours and benefits.  Please submit resume and salary requirements.
    ",Salary commensurate with experience,full-time
https://longisland.craigslist.org/egr/d/farmingdale-machine-coating-operators/7171206726.html,Machine/Coating Operators - Pharma,,"
        
Machine/Coating Operators - Pharma

Amityville, NY
Machine/Coating Operators - Pharma
$15-18 per hour  - 2nd & 3rd shifts

Experienced Machine Operators and/or Coating Operators
Suffolk County NY
$18.00/hr.- willing to adjust based on experience.
Will train for less experience - $15 an hour.

Shifts:
2nd shift 2 PM- 10:30 PM (OT eligible)
3rd shift 10 PM â?? 6:30am (OT eligible)

SUMMARY:
Under close supervision, individuals in this position will perform a variety of processing duties according to batch record and Standard Operating Procedures (SOP's) in the Manufacturing department. Ideal candidate will have solid dose manufacturing experience in cGMP regulated environment.

ROLE AND RESPONSIBILITIES:
Reports process or equipment problems to supervisor; performs general troubleshooting
Ensures batch records, equipment logbooks, and other relevant records are current; performs batch record reconciliation
Sets up and operates equipment for processing operations
Cleans and maintains processing rooms and equipment
Monitors process and equipment and makes necessary adjustments to maintain batch record specifications
Monitors product quality
Follows established department SOP's and batch record instructions; assists in SOP and batch record revisions
Complies with all Company policies and procedures, including safety rules and regulations
Performs additional duties as assigned

KNOWLEDGE & SKILL REQUIREMENTS:
Record keeping and basic math skills.
Use of different units of measurement (i.e. weight, size, volume)
The ability to read, write and speak English
Clear and concise communication, both orally and in writing
The ability to work independently as well as in a team environment

PHYSICAL REQUIREMENTS & WORKING CONDITIONS:

Incumbents in this class are subject to regular and/or routine periods of sitting, standing, walking, stooping, and climbing, visual acuity to monitor and/or read, communicating orally with Company management, peers and co-workers, and occasional periods of moving or lifting a minimum of 35 pounds. Work is performed in a manufacturing environment with noise levels varying from moderate to loud depending upon machinery usage. Work performed may require the use of a respirator and incumbents may be subject to a Pulmonary Function Rest (PFT) to determine eligibility for fit testing.

QUALIFICATION & EDUCATION REQUIREMENTS:
High school diploma or equivalent
One (1) year of work experience in a manufacturing environment preferred

Send resumes as Word documents to: gschiavo@accessstaffing.com

*AN EQUAL EMPLOYMENT OPPORTUNITY EMPLOYER*    ",$15-$18/HR,full-time
https://newyork.craigslist.org/stn/egr/d/staten-island-painting-power-washing/7162139459.html,🎨💦Painting/Power Washing all around Staten Island,Staten Island,"
        
We will be able to paint and power wash your houses all around Staten Island.
For painting, we are able to do exterior and interior painting (such as decks, fences, etc)
100% Satisfaction guaranteed
Painting:
-Indoor walls and ceilings 
-Plaster and Patching up walls
-Patio Painting and Staining
-Deck Painting and Staining
-Fence Painting
-Door Painting
Power Washing:
-Decks
-Patios
-Fences
-Sidewalks
-Driveways
-Houses
-Around Houses
    ",The prices varies depending upon the projects,full-time
https://newjersey.craigslist.org/egr/d/morristown-in-the-need-of-mep/7167027106.html,In the need of MEP Engineering services,,"
        
Looking for a person or small firm to review MEP plans and make revisions to them as necessary per code.  Would need someone to be able to make on site inspection of existing conditions and revise drawings accordingly.  The proposed project is a series of salon suites that will be going into a basement area of approx. 14,000 sq. ft.  Plans have already been drawn and will need revising.  Will need electrical, plumbing and mechanical for this project.  Please reach out to me if you feel this is a service you can provide.    ",Lump sum payment for work,contract
https://cnj.craigslist.org/egr/d/basking-ridge-project-manager-senior/7176181899.html,Project Manager - Senior level -process or industrial gas,,"
        
IMMEDIATE NEED for a Senior Project Manager!  Our client is an international supplier of industrial gases and process plants located in north-central NJ. They are searching for a highly qualified and motivated individual with fifteen years of experience managing capital projects.  The right candidate will be responsible for the whole project.  Specifying and procuring the equipment, tanks and vessels, preparing an arrangement of the plant facilities, planning on the equipment's arrival, hiring and managing construction firms, coordinating the whole engineering, assembly and construction process. Manage the budget and scheduling.  Prefer an industrial gas background, but someone from process or oil/gas/refinery would work out fine. Degree in Engineering or Construction.  Speak to Josh or Alexandra first thing!  Resumes to recruiters@careerpointstaffing.com    ",generous salary with benefits!,full-time
https://longisland.craigslist.org/egr/d/surveyor-land-crew-chief/7175309406.html,Surveyor Land - crew chief,,"
        
Immediately!
Well established (30 years in business) and busy Civil Engineering and Land Surveying firm in Nassau County is currently seeking experienced Survey Crew Chief to fulfill new opening.
The Crew Chief must have an experience working in Five Boroughs area as well as in Nassau county.
Company performs broad range of surveying services , which include topographical/utility surveys, boundary surveys, construction and ALTA surveys, GPS surveys, etc. ..
Our clientele includes New York City and New York State agencies, as well as private developers and title companies.
Company offers very Competitive Benefits Package, which includes 401K plan, health insurance, dental, vision, vacation, sick days, company car, etc. ...
This is an excellent opportunity for someone who wants to start long term relationship with an established firm.
Salary commensurate with experience.
    ",Salary commensurate with experience,full-time
https://newyork.craigslist.org/mnh/egr/d/new-york-construction-manager/7162880048.html,Construction Manager,New York,"
        
We are a Manhattan-based development company focused on mid-sized and residential and mixed-use high-end projects around New York City. We currently have an open position for Construction Manager. The selected candidate will report directly to the owners and independently manage and oversee all aspects of construction, from demolition through obtaining a certificate of occupancy. Candidates must have solid construction knowledge, communication skills, and management ability. Employment and experience verification will be required.    ",negotiable,full-time
https://newjersey.craigslist.org/egr/d/totowa-project-architect/7168085822.html,Project Architect,,"
        
Coppa Montalbano Architects is on average a 7-10 person firm located in Totowa New Jersey with its origins dating back to 1956. We are design oriented full service architectural, planning and interior design firm focusing on both public and private work in the local area primarily in northern New Jersey. Our firm’s philosophy is a positive studio type work atmosphere with individual project responsibility that foresters a collaborative environment to produce good design and personal service to our clients. 
CMA is seeking an intermediate level Architect with design and construction experience for projects ranging from school renovations /additions, justice complexes to midsize single and multi-family residential.
Skill and Requirements:
•	Minimum 3-10 years of work experience in all project phases from conceptual design through construction administration.
•	Experience in construction document preparation and detailing for both renovations of older buildings and new construction.
•	Understanding of MEP/FP and structural systems and their integration into buildings.
•	Latest version of AutoCAD drafting skills.
•	Knowledge of REVIT a plus.
•	Knowledge of Sketch up a plus.
•	Preparation of design and graphic presentations.
•	Knowledge of NJUCC building codes.
•	Interpersonal skills to communicate effectively with, coworkers, clients, contractors, and consultants.
•	Strong writing and communication skills.
•	Ability to work self-sufficiently with flexibility to perform a variety of tasks.
•	Minimum Bachelors of Architecture degree.
•	Must be eligible to work in the United States.
If you meet requirements above, please submit resume, sample work & salary requirements.
    ",TBD,full-time
https://cnj.craigslist.org/egr/d/architect/7176300519.html,Architect,,"
        
Architect -- Full Time 
 
Seeking applicants for a small, personalized Architectural firm focusing on Residential Design, Commercial Design, Tenant Fit-out, and Retail projects. The successful candidate will possess experience in Residential , Commercial Architecture, a familiarity with construction means and methods, and the ability to produce beautiful and accurate drawings in Autocad. 

B Arch Grad. 2 years minimum experience in the field of Architecture.

Job Duties include: Designing, Survey of existing conditions / creation of as built drawings, drafting of design schemes during the project design phase, preparation of 3D visualizations, drafting of construction documents, preparation of presentations for client review.

Personal transportation is required for independent travel to project sites.

Software: Autocad , Revit, Microsoft Word and Excel, Google Sketch Up.
 
Email resume for my review.    ",To be determined,full-time
